"ttp-comment-item href","ttp-avatar src","name","inner","content","time","text"
"https://www.toutiao.com/c/user/5395910127/?source=tuwen_detail","https://sf6-cdn-tos.bdxiguastatic.com/img/user-avatar/3b94da35cb65d7a6ec6d96ae69e85e3c~300x300.image","坤垣","17","采取措施啊 约谈平台处罚 筛选不实言论 国家着力稳定房地产市场多不容易啊","3天前",""
"https://www.toutiao.com/c/user/6354592077/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/11d366d2948a3fc6f7969c1fb144c520~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=cna2P%2Fjy6dD6n7dxbQVuighBmFM%3D","爱思考的无双可乐","15","只看真实数据，谁也别造谣，这个月四个一线城市，北京环比跌幅最大","3天前",""
"https://www.toutiao.com/c/user/4094237233383544/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/mosaic-legacy/3797/2889309425~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=GF04d7r73V7Yx%2B5eT%2FJkZot8OeA%3D","勇往直前的溪水Cg","2","最好的办法是中介费卖家出，买家不出，这样中介就会维护卖家的权益，房价也不会被中介打压，因为只有迎合买家打压房价才能成交，不考虑卖家的感受。如果只是卖家出中介费中介就会维护卖家的权益，卖家认为交易合理才能成交，中介才能拿到中介费。","3天前",""
"https://www.toutiao.com/c/user/99411801316/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/motor-img/05c71d1b27b238838ad32142b3cfaf0e~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=RXP9xAide4SLSQGvsK4f6Bc8CYE%3D","滩头静赏海潮涨落","4","5月份看了昌平南某项目，本来准备下手的，但是他们的价格体系比较乱，中介带看的，中介可以返佣金，自个去看的，反而没有更多的营销让利，同样的房子，初始入手价格就差了几万块钱，所以放弃了。一个正常的项目，自己去看的比中介带看的，付出更多的成本，在哪里都说不过去。","3天前",""
"https://www.toutiao.com/c/user/3504895924907383/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/motor-img/aa1a108be56e32653a922766458df444~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=DabFkQqJRQ0XG%2Fk9ZqmY0hiwwmQ%3D","一心一意风声IV","47","涨与不涨，老百姓都知道的，官媒多关心老百姓就业，收入，民生等等问题。","3天前",""
"https://www.toutiao.com/c/user/3672805059330510/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/bdd1e7ade8e3cda3d993a43a93dd80b8~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=B7TL2QL6OpBVnDl6XK1WIupZLXU%3D","上进山丘x4","","记者，调查是一门科学，不知道你学过没有，在理工上是必须很严谨的！其中的核心是随机抽样，并达到一定的比例。你这样选择特定调查点，数量远远也不够，你的调查结果是没有任何参考价值的！如果是作业，就不及格！","12小时前","赞"
"https://www.toutiao.com/c/user/100005394363/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/113922e0b30aa96e9f214437e7ac1295~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=OpUajsc031U%2BptP20USWEEMzZ14%3D","京津大果儿","2","涨了涨了，我的房子春节前490现在380还没卖出去。过几天准备涨到1000万。","昨天05:15",""
"https://www.toutiao.com/c/user/3039220605/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/mosaic-legacy/289b00219cfebfa6a46c~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=W1dRecEu%2B5kgMRDqkS%2Fu2WLrlkQ%3D","广而告之南京","1","自己好好的，为啥要在意别人怎么说。身正不怕影子斜","20小时前",""
"https://www.toutiao.com/c/user/5921467248/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/mosaic-legacy/2499000ec676a4cca70d~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=g0OlAkAr3HcyrDOaAhUCZr%2FxyQs%3D","Piscescat","11","房价不是靠嘴就能涨跌的","3天前",""
"https://www.toutiao.com/c/user/2638429853324669/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/motor-img/8b781e5ba9ee150573190e4e9067a2f7~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=QGiDpFAxVf4yN9ll7gZKrSwXZ5s%3D","智慧的成熟晚风","5","真是成交价格不断新低。只是有成交量而已。","3天前",""
"https://www.toutiao.com/c/user/4124307431/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/9c980b0a298325e259a32fb07f17d1ec~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=zAq0zG3Sd7PN1G3TdXdrbV%2B%2BNKg%3D","日美日","5","谁在背后搞小动作谁在说假话？","3天前",""
"https://www.toutiao.com/c/user/105057011271/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/4dacab43ff918c1cf649e2d924abc56e~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=b%2BrOZcLePyfKPNj1GYjIf9r1fPY%3D","摄影师在橘子洲跳舞","4","最该治理的就是中介","3天前",""
"https://www.toutiao.com/c/user/3240985609378811/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/motor-img/dd796c27881b72d3cbe08fb1fcef2948~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=SwpZ1YwMv252yfbKwqWKHCWFICg%3D","亮马河左岸咖啡","4","既然说成交好，就让各个平台公开成交价！","前天02:11",""
"https://www.toutiao.com/c/user/3016672471418878/?source=tuwen_detail","https://sf6-cdn-tos.bdxiguastatic.com/img/motor-img/ade40dc85ad835b5b1f232e85f48cf97~300x300.image","直率漂流瓶Wf","3","这帮房产经纪人，为了挣钱，手段极其恶劣。建议国家以雷霆手段进行打击，以维护正常的经济秩序。","3天前",""
"https://www.toutiao.com/c/user/1794864234370084/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/45ad2bf9b868e0996abceb2066d28b62~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=Kx6zslNlMAZwN6QXHswHavKzwN8%3D","热闹光束UM","1","降价不好么？利好购房者，利好成交量。。。","前天16:27",""
"https://www.toutiao.com/c/user/105051539483/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/6e64ed957f0bc19ba563f0c4c585467b~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=ttWrk44oJJsX%2BHVfr6ScE3gaqAw%3D","快乐老青年666","2","既然调查出真相来了，那他们是否违法了呢？是否有相关部门去处理相关视频以及账号呢？","前天16:17",""
"https://www.toutiao.com/c/user/3272565743459772/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/15d6a061163767498f805431ea78f1a0~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=FrM5mGHDAE5epfZnBtvF7klzuJg%3D","小默","4","住房不炒","3天前",""
"https://www.toutiao.com/c/user/51987046911/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/motor-img/7aec596d2ce95d5e7ee550df085df51c~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=Of15BJPl%2FVBUwk5g9un9lTBXXoU%3D","睿智双向思维","2","租售比有没有合理？房价收入比有没有合理？","3天前",""
"https://www.toutiao.com/c/user/3768722695/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/75c1e89e2ce8a64c76cc68c5de77c11d~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=3BpnWcOzJWjCFXCJjrlv4BfwNww%3D","足彩霸王龙","1","北京至今没有强力政策……房价限购降低利率你试试","3天前",""
"https://www.toutiao.com/c/user/179962971426462/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/motor-img/3fd152341cec212f32eec1a4c0abf2d8~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=0s5CYq6JGE7CR649s08iL%2Bimw1w%3D","欢快艺术家7uM","3","请问老师，新房为什么有这么样的多的佣金是谁产生的？为什么作为记者应该去调查一下反映事实的真相，让老百姓明明白白的去买房子？","3天前",""
"https://www.toutiao.com/c/user/726133095531239/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/92aa62a6b1eeec30a091dd1a15a26d5f~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=svyD8D2cWN3uMt5aIOAFJaZHoao%3D","逸山先生","3","5年后再看吧，一切都将得以验证","3天前",""
"https://www.toutiao.com/c/user/110077176656/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/motor-img/3fd152341cec212f32eec1a4c0abf2d8~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=QhsX4SI7Vl49TZ8lmhxVxJTVgEw%3D","进取湖泊CH","2","国家说了房子是住的","前天12:22",""
"https://www.toutiao.com/c/user/55069786523/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/4d3a1132907d5f6d694401a9412a8b37~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=Ux7qrDff91KAiSVAigmUTVEBjng%3D","喜马拉雅的鸟","2","北京日报既然调查过了，就应该转给司法机关处理。","3天前",""
"https://www.toutiao.com/c/user/61229970129/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/26da1c0f9c3fce3734ba339ea055d1c0~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=oepUTEOe0tO6YpDeVoJLXG6XvJ0%3D","晴阳微雨","1","商品有涨就有跌，交给市场吧。","前天16:18",""
"https://www.toutiao.com/c/user/3417730155297123/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/e42e8f3e3b050d746771c9462821cd68~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=AZ%2F20VL4tSsNc5qN2T3YxseBObM%3D","2376","1","那就把同比环比数据拿出来看看啊","3天前",""
"https://www.toutiao.com/c/user/2704437481057806/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/ab5c935ca33ad10e41494928f4c3f1fe~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=oGj%2FXHVgQt472e9tQZh7JGK%2BnMc%3D","大熊和刺猬","2","关键是有人喜欢听，然后被骗去买高佣金盘","3天前",""
"https://www.toutiao.com/c/user/56952071550/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/2x_5f968f144fb69f652617f2b0ea046ef0~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=r9DpIngy%2Fyy7SIG5sc3e6wkNKsQ%3D","徐武装坤檀","2","一房一价，你自己觉得卖的便宜就不降价啊","3天前",""
"https://www.toutiao.com/c/user/488634829258464/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/motor-img/554145017b881e60197dd67b420075ba~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=07B9ngjseY5Bl%2FVuV6tpAEwKyPw%3D","沉着可乐9jr","1","为什么会出现许家印这样的人？？？","前天08:02",""
"https://www.toutiao.com/c/user/67003019157/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/61dd2aac217887304abf0a0e0bd47c44~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=d%2BfZlF3fk4jtzkYWuu%2FaEGvW4IA%3D","善良的鲜啤","1","政府提供公租房 保障房保证低收入者有房住！其他的交给市场 这才是市场经济","3天前",""
"https://www.toutiao.com/c/user/1786079006700894/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/eeb5c9e05efdf85f37dca9417fa05e21~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=fdKE6fh3UrXkSrmIT8YFHM3WgKo%3D","大QI","7","让AI写首歌，把房价唱起来吧","3天前",""
"https://www.toutiao.com/c/user/110601437526/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/8fe0f342b9eefa7d8ef8f23369706823~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=Tmi1YCo8Yhkoja%2Bk5yCRWzNtej0%3D","洒脱熊猫aY","16","房产中介有良心的太少！！！为了赚钱，使劲的压低房产价格","3天前",""
"https://www.toutiao.com/c/user/104551544310/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/15ed3481cd6d1f44be6669dfc79e5cb1~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=3Zn3oIZ0K%2F55gaeo6sJzsnBVmvU%3D","不再餐具啊","2","价格呢","3天前",""
"https://www.toutiao.com/c/user/4220361215846452/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/d37ac461efaafda9bc003bf3bea13909~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=cawN1TfDBXD9D0lFVfqLdzgMHEg%3D","mlx","3","房价按照挂牌价就可以轻松卖出，不用买主还价，这才是好卖吧？","3天前",""
"https://www.toutiao.com/c/user/3081277648677287/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/mosaic-legacy/3795/3044413937~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=QJAb9mEm6658mTshX7CfG5UcSLQ%3D","热情豆浆t","1","1980年北京房价800元平米，2826年北京房价20万元平米，已经上涨了","3天前",""
"https://www.toutiao.com/c/user/78287965237/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/a99c367a83c8264f822c22456bb897d1~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=rYS3i1szMnGFPI4Hq08FF7bk%2FlE%3D","贰月久聚","2","这帮中介就是，希望你卖的更便宜，然后赶紧成交，要不怎么拿提成啊","3天前",""
"https://www.toutiao.com/c/user/106268186358/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/9c0214ff010eb424463bce0e9b3d42df~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=lwy4PM2NPvHciVBju%2B8%2BLzBStLI%3D","智慧雪碧W","","北京日报","前天15:29","赞"
"https://www.toutiao.com/c/user/34810756082623/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/5c1f7983b191ac5bedc11e07e192697d~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=%2BGDPBcYQLf2SjLxXaJzEs1VIkXg%3D","春去渺","3","去年刚把房子着急卖掉的人，当然盼着房价跌，否则心理不平衡","3天前",""
"https://www.toutiao.com/c/user/111324149779/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/61c926979cb6ee13c1734742529c71cf~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=xPBaYnI1WeKwiqSjCz4KDAiRfe0%3D","海谱富尔策略","1","干嘛不取消所谓经纪人？有人工智能全替代","3天前",""
"https://www.toutiao.com/c/user/4121810333/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/5bfc72cd9982593deca6533eccb0a432~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=kvM25bKKjF0gp9ECZeXoelb3Uxg%3D","bbj101010","","单价同步是增值了？平稳？贬值了？","前天09:40","赞"
"https://www.toutiao.com/c/user/57494981377/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/979518ffbd43a65faeb2161f5c4ef31f~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=bagXTi3XdQA%2FKkJoJpqIKlYIqF8%3D","随风165526710","","严查","昨天07:02","赞"
"https://www.toutiao.com/c/user/408644411468973/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/361aa7104769246e61651025f17e179f~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=BcvGcIhhNZhOeAfkWbKSLgHgTkE%3D","英明果断星空jp","1","高志凯说要金融危机，所以应量力而行。谁说也没用，小心，小心。","3天前",""
"https://www.toutiao.com/c/user/54064966037/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/c6fd934d09fb82f3be41e801a026c31f~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=8qfZLRNJhpb6IDiRsHQPZlKlhXo%3D","厚道水晶","1","这波过后再接盘的经济实力不允许目前的价格","3天前",""
"https://www.toutiao.com/c/user/6973411127/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/61967d7c1a93e47a6557639326cf653c~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=3eNIR0JRCsWhhwmSiJHsZHlMpa4%3D","张明辉99","1","那把喊涨喊跌的都屏蔽掉看真实情况呗","3天前",""
"https://www.toutiao.com/c/user/92561448560/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/mosaic-legacy/7b9b00070f3571036a60~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=m0jcHxBlLr602Edi%2FRsCy7EZaVY%3D","MJB182","2","“居者有其屋”！","3天前",""
"https://www.toutiao.com/c/user/6225324419/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/6ccfc07d5c2d85a18def2acb663de02d~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=LchQuzB5FxWbRDOYRbBZJCKFe%2FA%3D","搞笑经济学","","庄家打压是方便低位吸筹","前天04:05","赞"
"https://www.toutiao.com/c/user/1372610125371533/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/951eef09032db1480a39730c6702daec~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=J5HVZgrNSg1yR8xfgR61NLmDQ7s%3D","爱思考的上帝之手","1","实事求是是我党的优良传统","3天前",""
"https://www.toutiao.com/c/user/75749530022/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/f36901d74fe4665b7f29d28f2c1ed8cf~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=LRhyuRithIWCEL4rtF%2FdaS7nX8g%3D","平淡着平淡","","新房佣金高！干过中介的都知道","3天前","赞"
"https://www.toutiao.com/c/user/3571640786776318/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/ae4c825a74ac5677d0e103cf4a541353~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=ypK0WjQbW%2BYW53LL7zOJDYY13Hw%3D","多才风铃W","","房子的行情百姓都能看的清，没人被他们左右，随便他们怎么说","3天前","赞"
"https://www.toutiao.com/c/user/3492462719674077/?source=tuwen_detail","https://p6-sign.toutiaoimg.com/motor-img/da28be4e80111cdfa9d611cbca31224f~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=kEQmxUAKHXocShhlyYwGDreP610%3D","富足鲸鱼岛","","笑而不语","3天前","赞"
"https://www.toutiao.com/c/user/2766833304218752/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/motor-img/af6a435a24b6f2c217ab9090c1e5a980~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=8cH4brcJkwQtXDCXfNoF%2BZQHT1k%3D","喜庆的蜻蜓Gi","","严厉打击","3天前","赞"
"https://www.toutiao.com/c/user/562568913750687/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/tos-cn-i-0022/485a8682b96c47a0abbf3c664eb63572~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=yn8QWQSXXlJltXIce6Kff%2BUSymc%3D","自由柳叶YV","","直接抓","3天前","赞"
"https://www.toutiao.com/c/user/63671710439/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/b6279ae43cb98fa551990a211f760462~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=cv006DWcY8CElEH8KEwyzImq5rY%3D","樱花留学专业办理","","看好的就买磨磨唧唧的！","3天前","赞"
"https://www.toutiao.com/c/user/1489188325701548/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/motor-img/7aec596d2ce95d5e7ee550df085df51c~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=G4Q02A6PTxmwrtXWf2DYS9qnWhU%3D","直率青山5yh","","[祝福]","3天前","赞"
"https://www.toutiao.com/c/user/1627697442463389/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/f6007ff8201170abf89474141af8f563~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=rGAErsFPZJTGGVr7vSws%2FTPSuZg%3D","勇者饼干1t","","打着为人民钱袋子负责的算盘。","3天前","赞"
"https://www.toutiao.com/c/user/105548026064/?source=tuwen_detail","https://p3-sign.toutiaoimg.com/user-avatar/55264acb8798eb4523a1a15ba59b25be~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=hrHEcGgj2q0i7IfWGkNSbwWs%2Btg%3D","顶级枫叶cI","","呵呵","3天前","赞"
"https://www.toutiao.com/c/user/110801167931/?source=tuwen_detail","https://p11-sign.toutiaoimg.com/user-avatar/c0bfca8d9ee98374ed45704e46492746~300x300.image?_iz=112761&from=tt_user.tab_comments_comment&lk3s=a67912db&x-expires=1783987200&x-signature=8ik%2BfIJ7%2BEts3%2BMvuY9zBNEtg9E%3D","bluevolcano0603","5","中指研究院发文，2026年6月百城二手住宅均价为12639元/平方米，环比下跌0.42%，跌幅较上月扩大0.10个百分点。从涨跌城市个数看，12个城市环比上涨，88个城市环比下跌。按梯队看，6月一线、二线及三四线城市二手住宅价格环比分别下跌0.16%、0.46%、0.48%，一线城市环比跌幅较上月扩大0.01个百分点，其中上海环比上涨0.10%，深圳微涨0.03%，北京跌-0.21%，广州跌-0.29%，二线及三四线城市环比跌幅较上月扩大0.12、0.10个百分点。
同比跌幅方面，一线、二线及三四线城市分别下跌6.95%、8.21%、7.48%，一线城市同比具体跌幅:北京：跌6.75%，上海：跌6.42%，深圳：跌7.11%，广州：跌7.53%","3天前",""
